Date,Open,High,Low,Close,Volume
4/22/2021,133.04,134.15,131.41,131.94,"84,566,461"
4/23/2021,132.16,135.12,132.16,134.32,"78,756,781"
4/26/2021,134.83,135.06,133.56,134.72,"66,905,070"
4/27/2021,135.01,135.41,134.11,134.39,"66,015,797"
4/28/2021,134.31,135.02,133.08,133.58,"107,760,094"
4/29/2021,136.47,137.07,132.45,133.48,"151,100,984"
4/30/2021,131.78,133.56,131.07,131.46,"109,839,508"
5/3/2021,132.04,134.07,131.83,132.54,"75,135,102"
5/4/2021,131.19,131.49,126.7,127.85,"137,564,703"
5/5/2021,129.2,130.45,127.97,128.1,"84,000,898"
5/6/2021,127.89,129.75,127.13,129.74,"78,128,328"
5/7/2021,130.85,131.26,129.48,130.21,"78,973,273"
5/10/2021,129.41,129.54,126.81,126.85,"88,071,234"
5/11/2021,123.5,126.27,122.77,125.91,"126,142,797"
5/12/2021,123.4,124.64,122.25,122.77,"112,172,305"
5/13/2021,124.58,126.15,124.26,124.97,"105,861,297"
5/14/2021,126.25,127.89,125.85,127.45,"81,917,953"
5/17/2021,126.82,126.93,125.17,126.27,"74,116,555"
5/18/2021,126.56,126.99,124.78,124.85,"63,342,930"
5/19/2021,123.16,124.92,122.86,124.69,"92,611,992"
5/20/2021,125.23,127.72,125.1,127.31,"76,857,117"
5/21/2021,127.82,128,125.21,125.43,"79,295,438"
